"Year","State","Beverage_Type","Gallons_of_Beverage","Gallons_of_Ethanol","Population_14_Plus","Ethanol_Per_Capita_14_Plus","Decile_14_Plus","Population_21_Plus","Ethanol_Per_Capita_21_Plus","Decile_21_Plus","Data_Source_Type","Time_Varying_ABV","Gallons_of_Ethanol_from_ABV"
"1971","Michigan","All Beverages","","17507420","649896","26939","5","523827","33422","4",".","",""
"1971","Minnesota","Spirits","8054000","3624300","280025","12943","4","226523","16000","4",".","",""
"1971","Minnesota","Wine","3564000","570240","280025","2036","6","226523","2517","6",".","",""
"1971","Minnesota","Beer","71779000","3230055","280025","11535","6","226523","14259","6",".","",""
"1971","Minnesota","All Beverages","","7424595","280025","26514","5","226523","32776","5",".","",""
"1971","Mississippi","Spirits","2679000","1205550","161861","7448","9","128257","9399","9",".","",""
"1971","Mississippi","Wine","1022000","163520","161861","1010","10","128257","1275","9",".","",""
"1971","Mississippi","Beer","32566000","1465470","161861","9054","9","128257","11426","8",".","",""
"1971","Mississippi","All Beverages","","2834540","161861","17512","9","128257","22100","9",".","",""
"1971","Missouri","Spirits","7436000","3346200","354493","9439","7","292475","11441","7",".","",""
"1971","Missouri","Wine","4124000","659840","354493","1861","7","292475","2256","7",".","",""
"1971","Missouri","Beer","89253000","4016385","354493","11330","7","292475","13732","7",".","",""
"1971","Missouri","All Beverages","","8022425","354493","22631","7","292475","27429","7",".","",""
"1971","Montana","Spirits","1211000","544950","51981","10484","6","41843","13024","5",".","",""
"1971","Montana","Wine","477000","76320","51981","1468","8","41843","1824","8",".","",""
"1971","Montana","Beer","17946000","807570","51981","15536","1","41843","19300","1",".","",""
"1971","Montana","All Beverages","","1428840","51981","27488","4","41843","34148","4",".","",""
"1971","Nebraska","Spirits","2546000","1145700","111816","10246","6","91340","12543","6",".","",""
"1971","Nebraska","Wine","1126000","180160","111816","1611","8","91340","1972","8",".","",""
"1971","Nebraska","Beer","33508000","1507860","111816","13485","2","91340","16508","2",".","",""
"1971","Nebraska","All Beverages","","2833720","111816","25343","6","91340","31024","6",".","",""
"1971","Nevada","Spirits","2690000","1210500","38082","31786","1","31755","38119","1",".","",""
"1971","Nevada","Wine","1683000","269280","38082","7071","1","31755","8480","1",".","",""
"1971","Nevada","Beer","14492000","652140","38082","17124","1","31755","20536","1",".","",""
"1971","Nevada","All Beverages","","2131920","38082","55981","1","31755","67135","1",".","",""
"1971","New Hampshire","Spirits","3828000","1722600","55943","30792","1","46186","37297","1",".","",""
"1971","New Hampshire","Wine","1385000","221600","55943","3961","3","46186","4798","3",".","",""
"1971","New Hampshire","Beer","22200000","999000","55943","17857","1","46186","21630","1",".","",""
"1971","New Hampshire","All Beverages","","2943200","55943","52610","1","46186","63724","1",".","",""
"1971","New Jersey","Spirits","16440000","7398000","544072","13597","3","454513","16277","3",".","",""
"1971","New Jersey","Wine","14333000","2293280","544072","4215","2","454513","5046","2",".","",""
"1971","New Jersey","Beer","139962000","6298290","544072","11576","6","454513","13857","6",".","",""
"1971","New Jersey","All Beverages","","15989570","544072","29389","3","454513","35180","3",".","",""
"1971","New Mexico","Spirits","1528000","687600","73748","9324","7","58088","11837","7",".","",""
"1971","New Mexico","Wine","1761000","281760","73748","3821","3","58088","4851","3",".","",""
"1971","New Mexico","Beer","20613000","927585","73748","12578","4","58088","15968","3",".","",""
"1971","New Mexico","All Beverages","","1896945","73748","25722","5","58088","32656","5",".","",""
"1971","New York","Spirits","43333000","19499850","1387236","14057","2","1162994","16767","2",".","",""
"1971","New York","Wine","38515000","6162400","1387236","4442","2","1162994","5299","2",".","",""
"1971","New York","Beer","357646000","16094070","1387236","11602","6","1162994","13838","7",".","",""
"1971","New York","All Beverages","","41756320","1387236","30100","2","1162994","35904","3",".","",""
"1971","North Carolina","Spirits","7710000","3469500","385155","9008","7","310301","11181","7",".","",""
"1971","North Carolina","Wine","4673000","747680","385155","1941","6","310301","2410","6",".","",""
"1971","North Carolina","Beer","66203000","2979135","385155","7735","10","310301","9601","10",".","",""
"1971","North Carolina","All Beverages","","7196315","385155","18684","9","310301","23191","8",".","",""
"1971","North Dakota","Spirits","1073000","482850","45870","10526","5","36554","13209","5",".","",""
"1971","North Dakota","Wine","354000","56640","45870","1235","9","36554","1549","9",".","",""
"1971","North Dakota","Beer","12831000","577395","45870","12587","4","36554","15796","3",".","",""
"1971","North Dakota","All Beverages","","1116885","45870","24348","6","36554","30554","6",".","",""
"1971","Ohio","Spirits","14150000","6367500","790356","8056","8","644879","9874","8",".","",""
"1971","Ohio","Wine","10567000","1690720","790356","2139","6","644879","2622","6",".","",""
"1971","Ohio","Beer","209719000","9437355","790356","11941","5","644879","14634","6",".","",""
"1971","Ohio","All Beverages","","17495575","790356","22136","7","644879","27130","7",".","",""
"1971","Oklahoma","Spirits","3520000","1584000","197841","8006","8","162837","9727","8",".","",""
"1971","Oklahoma","Wine","2111000","337760","197841","1707","7","162837","2074","7",".","",""
"1971","Oklahoma","Beer","35000000","1575000","197841","7961","10","162837","9672","10",".","",""
"1971","Oklahoma","All Beverages","","3496760","197841","17675","9","162837","21474","9",".","",""
"1971","Oregon","Spirits","3276000","1474200","162167","9091","7","133094","11076","7",".","",""
"1971","Oregon","Wine","4553000","728480","162167","4492","2","133094","5473","1",".","",""
"1971","Oregon","Beer","43433000","1954485","162167","12052","5","133094","14685","5",".","",""
"1971","Oregon","All Beverages","","4157165","162167","25635","6","133094","31235","6",".","",""
"1971","Pennsylvania","Spirits","16558000","7451100","899754","8281","8","746220","9985","8",".","",""
"1971","Pennsylvania","Wine","12131000","1940960","899754","2157","6","746220","2601","6",".","",""
"1971","Pennsylvania","Beer","253364000","11401380","899754","12672","4","746220","15279","4",".","",""
"1971","Pennsylvania","All Beverages","","20793440","899754","23110","6","746220","27865","7",".","",""
"1971","Rhode Island","Spirits","1904000","856800","73158","11712","4","60524","14156","4",".","",""
"1971","Rhode Island","Wine","2057000","329120","73158","4499","1","60524","5438","2",".","",""
"1971","Rhode Island","Beer","20690000","931050","73158","12726","3","60524","15383","4",".","",""
"1971","Rhode Island","All Beverages","","2116970","73158","28937","4","60524","34977","4",".","",""
"1971","South Carolina","Spirits","4727000","2127150","193333","11002","4","152703","13930","4",".","",""
"1971","South Carolina","Wine","2296000","367360","193333","1900","7","152703","2406","7",".","",""
"1971","South Carolina","Beer","36498000","1642410","193333","8495","9","152703","10756","9",".","",""
"1971","South Carolina","All Beverages","","4136920","193333","21398","8","152703","27091","8",".","",""
"1971","South Dakota","Spirits","1065000","479250","49386","9704","6","39446","12149","6",".","",""
"1971","South Dakota","Wine","486000","77760","49386","1575","8","39446","1971","8",".","",""
"1971","South Dakota","Beer","10685000","480825","49386","9736","8","39446","12189","8",".","",""
"1971","South Dakota","All Beverages","","1037835","49386","21015","8","39446","26310","8",".","",""
"1971","Tennessee","Spirits","3966000","1784700","299473","5959","10","245300","7276","10",".","",""
"1971","Tennessee","Wine","1932000","309120","299473","1032","9","245300","1260","9",".","",""
"1971","Tennessee","Beer","62180000","2798100","299473","9343","8","245300","11407","9",".","",""
"1971","Tennessee","All Beverages","","4891920","299473","16335","10","245300","19943","10",".","",""
"1971","Texas","Spirits","13643000","6139350","839326","7315","9","679120","9040","9",".","",""
"1971","Texas","Wine","10162000","1625920","839326","1937","7","679120","2394","7",".","",""
"1971","Texas","Beer","253171000","11392695","839326","13574","2","679120","16776","2",".","",""
"1971","Texas","All Beverages","","19157965","839326","22825","7","679120","28210","7",".","",""
"1971","Utah","Spirits","984000","442800","76690","5774","10","59478","7445","10",".","",""
"1971","Utah","Wine","709000","113440","76690","1479","8","59478","1907","8",".","",""
"1971","Utah","Beer","12961000","583245","76690","7605","10","59478","9806","10",".","",""
"1971","Utah","All Beverages","","1139485","76690","14858","10","59478","19158","10",".","",""
"1971","Vermont","Spirits","1328000","597600","33171","18016","1","26916","22202","1",".","",""
"1971","Vermont","Wine","986000","157760","33171","4756","1","26916","5861","1",".","",""
"1971","Vermont","Beer","11083000","498735","33171","15035","1","26916","18529","1",".","",""
"1971","Vermont","All Beverages","","1254095","33171","37807","1","26916","46592","1",".","",""
"1971","Virginia","Spirits","7915000","3561750","351991","10119","6","286413","12436","6",".","",""
"1971","Virginia","Wine","5054000","808640","351991","2297","6","286413","2823","6",".","",""
"1971","Virginia","Beer","81473000","3666285","351991","10416","7","286413","12801","7",".","",""
"1971","Virginia","All Beverages","","8036675","351991","22832","7","286413","28060","7",".","",""
"1971","Washington","Spirits","6058000","2726100","256783","10616","5","209693","13000","6",".","",""
"1971","Washington","Wine","6979000","1116640","256783","4349","2","209693","5325","2",".","",""
"1971","Washington","Beer","70009000","3150405","256783","12269","4","209693","15024","4",".","",""
"1971","Washington","All Beverages","","6993145","256783","27234","4","209693","33349","5",".","",""
"1971","West Virginia","Spirits","2204000","991800","133567","7425","9","109552","9053","9",".","",""
"1971","West Virginia","Wine","844000","135040","133567","1011","10","109552","1233","10",".","",""
"1971","West Virginia","Beer","26169000","1177605","133567","8817","9","109552","10749","9",".","",""
"1971","West Virginia","All Beverages","","2304445","133567","17253","9","109552","21035","9",".","",""
"1971","Wisconsin","Spirits","9145000","4115250","325524","12642","4","263841","15597","4",".","",""
"1971","Wisconsin","Wine","5063000","810080","325524","2489","5","263841","3070","5",".","",""
"1971","Wisconsin","Beer","126195000","5678775","325524","17445","1","263841","21523","1",".","",""
"1971","Wisconsin","All Beverages","","10604105","325524","32575","2","263841","40191","2",".","",""
"1971","Wyoming","Spirits","653000","293850","24868","11816","4","20057","14651","4",".","",""
"1971","Wyoming","Wine","286000","45760","24868","1840","7","20057","2281","7",".","",""
"1971","Wyoming","Beer","7316000","329220","24868","13238","3","20057","16414","3",".","",""
"1971","Wyoming","All Beverages","","668830","24868","26894","5","20057","33346","5",".","",""
"1971","Northeast Region","Spirits","105448000","47451600","3726425","12734","","3104268","15286","",".","",""
"1971","Northeast Region","Wine","86565000","13850400","3726425","3717","","3104268","4462","",".","",""
"1971","Northeast Region","Beer","986642000","44398890","3726425","11915","","3104268","14303","",".","",""
"1971","Northeast Region","All Beverages","","105700890","3726425","28365","","3104268","34050","",".","",""
"1971","Midwest Region","Spirits","96067000","43230150","4202045","10288","","3426583","12616","",".","",""
"1971","Midwest Region","Wine","58074000","9291840","4202045","2211","","3426583","2712","",".","",""
"1971","Midwest Region","Beer","1145313000","51539085","4202045","12265","","3426583","15041","",".","",""
"1971","Midwest Region","All Beverages","","104061075","4202045","24764","","3426583","30369","",".","",""
"1971","South Region","Spirits","106139000","47762550","4758490","10037","","3872499","12334","",".","",""
"1971","South Region","Wine","60723000","9715680","4758490","2042","","3872499","2509","",".","",""
"1971","South Region","Beer","1097322000","49379490","4758490","10377","","3872499","12751","",".","",""
"1971","South Region","All Beverages","","106857720","4758490","22456","","3872499","27594","",".","",""
"1971","West Region","Spirits","74463000","33508350","2647744","12655","","2165422","15474","",".","",""
"1971","West Region","Wine","90369000","14459040","2647744","5461","","2165422","6677","",".","",""
"1971","West Region","Beer","690307000","31063815","2647744","11732","","2165422","14345","",".","",""
"1971","West Region","All Beverages","","79031205","2647744","29849","","2165422","36497","",".","",""
"1971","United States","Spirits","382117000","171952650","15334706","11213","","12568774","13681","",".","",""
"1971","United States","Wine","295731000","47316960","15334706","3086","","12568774","3765","",".","",""
"1971","United States","Beer","3919584000","176381280","15334706","11502","","12568774","14033","",".","",""
"1971","United States","All Beverages","","395650890","15334706","25801","","12568774","31479","",".","",""
"1972","Alabama","Spirits","4707000","2024010","261154","7750","8","210974","9594","8",".","",""
"1972","Alabama","Wine","1587000","230115","261154","881","10","210974","1091","10",".","",""
"1972","Alabama","Beer","42719000","1922355","261154","7361","10","210974","9112","10",".","",""
"1972","Alabama","All Beverages","","4176480","261154","15992","10","210974","19796","10",".","",""
"1972","Alaska","Spirits","972000","417960","22390","18667","1","17563","23797","1",".","",""
"1972","Alaska","Wine","634000","91930","22390","4106","2","17563","5234","2",".","",""
"1972","Alaska","Beer","6038000","271710","22390","12135","5","17563","15470","4",".","",""
